"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2019,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2018 - 12/31/2020","10,410.00","10,453","1,360,082.100","22,552,536",0.000,0.000,"Complete"
2020,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2018 - 12/31/2020","13,506.00","13,540","1,892,450.469","31,777,036",0.000,0.000,"Complete"
2021,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2021 - 12/31/2023","17,389.13","17,451","2,605,102.776","42,445,460",0.000,0.000,"Complete"
2022,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2021 - 12/31/2023","13,442.43","13,519","1,954,644.105","31,509,657",0.000,0.000,"Complete"
2023,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2021 - 12/31/2023","12,199.61","12,275","1,555,544.702","26,022,453",0.000,0.000,"Complete"
2024,"Northport",2516,"1, 2, 3, 4, UGT001","NY",1472600130,"01/01/2024 - 12/31/2026","17,608.57","17,668","2,385,098.340","39,797,288",0.000,0.000,"Complete"
2009,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2009 - 12/31/2011","8,675.75","9,022","428,291.425","6,537,385",0.000,0.000,"Complete"
2010,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2009 - 12/31/2011","7,320.50","7,820","427,778.125","6,904,224",0.000,0.000,"Complete"
2011,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2009 - 12/31/2011","9,606.50","10,216","401,522.550","6,487,562",0.000,0.000,"Complete"
2012,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2012 - 12/31/2014","10,262.75","11,009","389,253.750","6,450,521",0.000,0.000,"Complete"
2013,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2012 - 12/31/2014","8,638.25","9,311","339,165.450","5,632,063",0.000,0.000,"Complete"
2014,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2012 - 12/31/2014","8,588.00","9,333","328,093.850","5,135,528",0.000,0.000,"Complete"
2015,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2015 - 12/31/2017","7,743.50","8,323","396,198.800","6,296,469",0.000,0.000,"Complete"
2016,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2015 - 12/31/2017","6,573.50","7,006","310,194.350","4,989,371",0.000,0.000,"Complete"
2017,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2015 - 12/31/2017","3,606.50","3,938","179,157.225","2,861,777",0.000,0.000,"Complete"
2018,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2018 - 12/31/2020","5,313.50","5,693","283,594.375","4,432,532",0.000,0.000,"Complete"
2019,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2018 - 12/31/2020","4,798.25","5,173","228,495.075","3,780,248",0.000,0.000,"Complete"
2020,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2018 - 12/31/2020","7,042.42","7,426","369,579.055","6,136,542",0.000,0.000,"Complete"
2021,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2021 - 12/31/2023","6,946.64","7,380","366,260.681","5,969,181",0.000,0.000,"Complete"
2022,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2021 - 12/31/2023","6,139.08","6,629","308,661.577","4,827,546",0.000,0.000,"Complete"
2023,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2021 - 12/31/2023","5,691.52","6,112","257,123.157","4,270,867",0.000,0.000,"Complete"
2024,"Port Jefferson Energy Center",2517,"1, 2, 3, 4, UGT001, UGT002, UGT003","NY",1472200107,"01/01/2024 - 12/31/2026","5,190.14","5,661","230,563.082","3,821,970",0.000,0.000,"Complete"
